id	name	start_date	end_date	kind
http://schnitzler-werkimport/work_5056	Salome op. 54			1059
http://schnitzler-werkimport/work_5057	Schlagobers op. 70			1077
http://schnitzler-werkimport/work_5058	Tanzsuite nach Klavierstücken von François Couperin			
http://schnitzler-werkimport/work_5059	Till Eulenspiegels lustige Streiche op. 28			
http://schnitzler-werkimport/work_5061	Violinkonzert d-Moll op. 8			
http://schnitzler-werkimport/work_4516	Der Barbier von Sevilla			1059
http://schnitzler-werkimport/work_4919	Bildnis Beethovens			1804
http://schnitzler-werkimport/work_4924	Die Nase des Herrn Valentin Berger			1056
http://schnitzler-werkimport/work_4920	Florestan Kestners Erfolg			1060
http://schnitzler-werkimport/work_4921	Franz Werfel. Versuch einer Zeitspiegelung			1804
http://schnitzler-werkimport/work_4922	Gustav Mahler			1804
http://schnitzler-werkimport/work_4923	Johannes Brahms			1804
http://schnitzler-werkimport/work_4925	Pierrot bossu			1097
http://schnitzler-werkimport/work_4927	Richard Strauss und sein Werk			1804
http://schnitzler-werkimport/work_1570	Hofrat Eysenhardt			1340
http://schnitzler-werkimport/work_1572	Im Vaterhaus			1792
